[ 2014-06-17T15:31:09+08:00 ] /crm/index.php/Public/login | INFO: Tag[ route_check ] --START--
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/left | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/left | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/left | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/left | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/left | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/left | INFO: Tag[ view_end ] --START--
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/left | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/left | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | INFO: Tag[ route_check ] --START--
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | INFO: Tag[ app_begin ] --START--
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] mysql_connect(): The mysql extension is deprecated and will be removed in the future: use mysqli or PDO instead DbMysql.class.php 第 67 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SHOW COLUMNS FROM `crm_cus_info` [ RunTime:0.059003s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SHOW COLUMNS FROM `crm_cron` [ RunTime:0.038003s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SELECT * FROM `crm_cron` WHERE ( `uid` = 70 ) AND ( `nexttime` >= 1402990284 )  [ RunTime:0.001000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 21 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: select count(c.id) as count,u.uid,u.uname,u.rank from crm_cus_info as c,crm_user as u where u.department=2 and c.salemanId=u.uid group by c.salemanId order by count desc [ RunTime:0.049003s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8] Undefined offset: 0 IndexAction.class.php 第 36 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SELECT * FROM `crm_cus_info` WHERE ( `ctime` >= 1401552000 ) AND ( `salemanId` = 70 )  [ RunTime:0.002000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SHOW COLUMNS FROM `crm_products` [ RunTime:0.113006s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SHOW COLUMNS FROM `crm_cus_info` [ RunTime:0.009001s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SHOW COLUMNS FROM `crm_order` [ RunTime:0.046002s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SHOW COLUMNS FROM `crm_protype` [ RunTime:0.072004s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SELECT o.id AS order_id FROM crm_products o  JOIN crm_cus_info c ON o.cusid=c.id  JOIN crm_order od ON od.product_id=o.id  JOIN crm_protype p ON o.pid=p.tid WHERE ( o.ctime >= 1401552000 ) AND ( c.salemanId = '70' )  [ RunTime:0.001000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 51 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SHOW COLUMNS FROM `crm_order` [ RunTime:0.007000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 538 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SELECT SUM(payment) AS tp_sum FROM `crm_order` WHERE ( `product_id` IN () ) AND ( `is_on` = 'enabled' ) AND ( `from` >= 1401552000 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SHOW COLUMNS FROM `crm_order` [ RunTime:0.007000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 538 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SELECT SUM(paid) AS tp_sum FROM `crm_order` WHERE ( `product_id` IN () ) AND ( `is_on` = 'enabled' ) AND ( `from` >= 1401552000 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SHOW COLUMNS FROM `crm_leave` [ RunTime:0.032002s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SELECT `id` FROM `crm_leave` WHERE ( `uid` = 70 ) AND ( `status` >= '1' ) AND ( `is_warn` = 1 )  [ RunTime:0.001000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SHOW COLUMNS FROM `crm_title_reader` [ RunTime:0.029002s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SELECT `notice_id` FROM `crm_title_reader` WHERE reader=70  [ RunTime:0.003000s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SHOW COLUMNS FROM `crm_title` [ RunTime:0.022001s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | SQL: SELECT * FROM `crm_title` WHERE ( `id` NOT IN (0) )  [ RunTime:0.062004s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | INFO: Tag[ view_template ] --START--
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | INFO: Run LocationTemplate Behavior [ RunTime:0.027002s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | INFO: Tag[ view_template ] --END-- [ RunTime:0.027002s ]
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | INFO: Tag[ view_parse ] --START--
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:24+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2014-06-17T15:31:25+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:25+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2014-06-17T15:31:25+08:00 ] /crm/index.php/Index/zhu | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
